|-9x + 115| = 2
|-7x - 80| = 38
|6x + 115| = 13
|-10x + 72| = 18
|-13x + 155| = 1
|10x + 80| = 0
|13x + 208| = 39
|11x + 147| = 18
|-20x - 163| = 23
|13x - 77| = 25
|19x + 246| = 39
|8x + 5| = 21
|2x + 56| = 32
|-14x - 4| = 38
|11x + 194| = 18
|19x - 54| = 35
|6x + 125| = 47
|-11x - 68| = 31
|-10x + 203| = 33
|12x + 56| = 8
|17x + 117| = 15
|-3x - 22| = 7
|-16x + 202| = 6
|2x - 70| = 32
|3x + 76| = 31
|-1x + 45| = 27
|11x + 208| = 1
|-4x + 9| = 43
|-11x - 115| = 17
|20x - 322| = 38
|10x - 83| = 37
|-20x + 198| = 18
|-10x - 138| = 18
|15x - 164| = 29
|-5x + 88| = 33
|1x + 28| = 17
|5x + 67| = 18
|-2x - 19| = 3
|-2x - 62| = 28
|-10x - 87| = 27
|-15x + 208| = 28
|1x + 28| = 40
|8x + 117| = 35
|8x + 31| = 25
|-8x - 97| = 23
|-2x - 73| = 35
|-19x + 53| = 15
|8x - 79| = 7
|8x + 76| = 44
|15x - 224| = 44
|11x + 129| = 25
|-13x + 148| = 47
|-11x - 127| = 6
|-11x - 180| = 4
|-20x - 12| = 28
|-7x - 42| = 21
|13x + 159| = 3
|20x + 106| = 6
|-6x + 46| = 8
|1x - 41| = 36
|-6x + 2| = 40
|3x - 70| = 19
|-20x + 325| = 5
|-1x - 6| = 4
|19x - 321| = 36
|5x + 86| = 41
|4x - 27| = 27
|-16x + 27| = 27
|13x - 58| = 20
|-3x - 20| = 14
|8x - 120| = 32
|6x + 68| = 40
|-1x + 50| = 40
|-19x - 290| = 24
|-18x - 131| = 49
|-6x + 92| = 22
|-12x + 38| = 14
|-19x + 54| = 22
|16x - 231| = 39
|19x - 115| = 1
|16x + 331| = 11
|-19x - 98| = 3
|-4x - 118| = 42
|-1x - 67| = 50
|-5x - 56| = 4
|2x - 12| = 0
|5x + 109| = 14
|17x - 182| = 39
|-1x + 0| = 3
|-4x - 35| = 3
|-5x - 45| = 40
|15x - 144| = 6
|13x - 218| = 36
|1x + 34| = 38
|18x + 118| = 26
|-18x - 135| = 45
|-12x + 136| = 8
|-16x - 2| = 50
|20x + 38| = 22
|-2x + 34| = 8
|-17x + 33| = 16
|1x + 44| = 29
|-16x - 28| = 12
|-5x - 108| = 8
|-15x - 185| = 35
|8x + 131| = 11
|-5x + 129| = 49
|-2x - 14| = 14
|-6x - 120| = 12
|18x - 49| = 49
|10x + 131| = 21
|-8x - 18| = 42
|12x + 230| = 26
|4x + 72| = 32
|-8x + 69| = 27
|-6x - 6| = 36
|-16x - 124| = 36
|-19x + 3| = 3
|19x + 237| = 9
|-14x + 50| = 36
|-11x - 57| = 2
|-3x + 92| = 47
|-12x - 38| = 22
|-4x + 66| = 22
|17x - 21| = 13
|-10x - 155| = 5
|3x - 37| = 37
|12x - 62| = 26
|20x + 389| = 9
|-19x - 240| = 26
|18x - 349| = 7
|3x + 66| = 42
|-6x - 62| = 20
|12x + 21| = 45
|19x - 198| = 30
|-1x + 11| = 30
|-7x + 17| = 17
|-12x - 74| = 2
|-7x + 127| = 13
|-19x - 70| = 32
|-14x + 8| = 6
|4x - 54| = 14
|16x + 72| = 24
|-11x + 61| = 38
|20x + 295| = 15
|12x + 64| = 28
|-7x + 63| = 14
|-17x + 73| = 29
|4x + 13| = 29
|-17x - 369| = 29
|-17x - 8| = 42
|-14x + 31| = 11
|-14x - 210| = 14
|12x + 94| = 2
|1x + 42| = 22
|-6x + 102| = 18
|-17x - 101| = 35
|-9x - 4| = 5
|-9x + 106| = 38
|1x - 5| = 10
|-12x + 252| = 24
|-14x + 114| = 12
|20x - 68| = 32
|10x + 25| = 5
|-4x - 54| = 2
|13x + 160| = 30
|17x - 178| = 25
|17x + 14| = 37
|3x - 46| = 25
|7x - 81| = 31
|-19x - 40| = 36
|-2x + 25| = 43
|19x - 283| = 40
|-2x - 23| = 17
|3x - 19| = 7
|-19x + 374| = 6
|-14x + 207| = 31
|-1x + 7| = 15
|19x - 256| = 48
|-17x - 225| = 30
|8x + 36| = 4
|-11x - 4| = 37
|13x + 98| = 19
|-4x - 32| = 24
|14x - 140| = 0
|11x - 182| = 16
|1x + 51| = 38
|-1x - 26| = 41
|6x + 87| = 3
|-13x + 266| = 45
|16x - 363| = 43
|-7x - 61| = 44
|-15x - 13| = 17
|6x + 54| = 18
|-20x + 89| = 11
|7x + 110| = 9
|4x + 38| = 22
|-10x - 64| = 36
|-4x - 44| = 24
|11x - 118| = 41
|-19x + 209| = 38
|13x - 4| = 4
|16x - 43| = 5
|-1x + 37| = 39
|10x - 146| = 6
|-3x + 18| = 24
|2x + 11| = 13
|-4x - 61| = 49
|-9x - 62| = 28
|-19x - 158| = 13
|11x - 40| = 15
|12x + 135| = 45
|14x - 118| = 48
|15x - 236| = 41
|-10x + 84| = 24
|2x + 12| = 38
|11x - 155| = 34
|4x + 57| = 17
|3x + 86| = 35
|18x - 206| = 44
|-15x - 70| = 10
|-11x + 181| = 6
|19x - 96| = 37
|-15x + 124| = 41
|-19x + 41| = 16
|18x - 223| = 47
|-7x - 61| = 47
|-17x - 385| = 45
|-15x + 57| = 12
|-16x - 156| = 20
|-17x + 233| = 39
|-4x - 52| = 8
|19x + 418| = 38
|7x + 19| = 26
|-7x + 127| = 1
|-7x - 53| = 3
|20x + 5| = 35
|2x + 3| = 15
|-4x + 29| = 3
|-15x - 225| = 0
|3x + 66| = 18
|15x - 138| = 12
|-20x - 3| = 37
|7x - 3| = 45
|-4x - 97| = 21
|-16x - 184| = 24
|12x - 66| = 18
|-12x + 139| = 31
|-10x - 105| = 45
|-4x + 68| = 8
|18x + 88| = 38
|-7x + 2| = 2
|-14x - 118| = 36
|-8x - 65| = 17
|-15x - 123| = 42
|-12x - 186| = 42
|-19x + 146| = 44
|-14x - 43| = 13
|14x + 259| = 21
|-15x - 200| = 40
|-13x - 106| = 28
|-12x + 105| = 21
|8x - 4| = 44
|-8x + 48| = 48
|-15x + 256| = 29
|-5x + 98| = 43
|4x - 34| = 10
|-6x + 75| = 15
|-10x - 86| = 24
|-10x - 127| = 7
|-5x + 18| = 22
|-4x + 63| = 39
|7x - 27| = 20
|-20x - 270| = 50
|2x + 0| = 28
|-3x - 2| = 25
|-2x - 7| = 29
|-7x + 14| = 28
|-7x - 34| = 22
|13x + 251| = 17
|-1x + 10| = 10
|18x - 170| = 10
|-9x + 19| = 8
|6x - 58| = 10
|-19x + 152| = 0
|14x + 65| = 47
|6x - 46| = 38
|-3x - 26| = 25
|-18x + 13| = 41
|-17x - 203| = 33
|18x + 369| = 45
|-10x - 1| = 19
|-18x - 164| = 2
|-20x + 223| = 17
|-19x - 207| = 2
|11x + 113| = 14
|-20x + 245| = 25
|-4x + 24| = 12
|-11x - 127| = 16
|12x + 61| = 37
|-6x - 136| = 40
|-13x + 88| = 29
|-17x - 129| = 41
|2x - 37| = 27
|-14x - 23| = 33
|-10x + 154| = 46
|20x + 14| = 34
|6x + 104| = 10
|-1x - 19| = 5
|13x - 250| = 29
|6x - 94| = 46
|-5x - 104| = 14
|5x + 41| = 19
|-16x - 216| = 40
|9x - 145| = 17
|7x + 23| = 9
|-15x + 216| = 24
|16x + 29| = 13
|13x + 65| = 13
|-15x + 7| = 22
|-5x + 1| = 49
|7x - 118| = 34
|-13x + 178| = 43
|3x - 20| = 10
|-2x + 57| = 31
|9x + 36| = 0
|-17x - 73| = 39
|6x - 102| = 6
|3x + 31| = 10
|-13x + 77| = 1
|6x - 90| = 36
|15x - 126| = 36
|-12x - 53| = 17
|-12x - 108| = 48
|4x + 23| = 23
|-11x - 162| = 8
|-15x - 116| = 41
|1x - 26| = 18
|-20x - 209| = 9
|-9x + 166| = 22
|-9x + 97| = 25
|8x + 25| = 33
|-11x - 173| = 8
|-19x + 128| = 14
|-14x + 206| = 18
|-6x - 83| = 35
|7x + 5| = 9
|13x - 199| = 30
|-3x - 16| = 23
|1x + 33| = 28
|14x + 52| = 4
|8x + 156| = 4
|-6x - 2| = 32
|-7x + 4| = 11
|5x - 25| = 30
|16x - 4| = 36
|1x + 39| = 49
|-3x + 0| = 15
|-6x - 36| = 48
|15x + 255| = 0
|3x - 84| = 39
|16x - 192| = 16
|-16x - 171| = 37
|-13x - 183| = 1
|-6x + 1| = 43
|14x - 171| = 25
|16x + 203| = 11
|17x - 154| = 33
|11x + 164| = 23
|16x - 92| = 28
|18x - 62| = 10
|-3x + 51| = 6
|-18x - 262| = 26
|-10x + 1| = 9
|-16x + 325| = 37
|-17x + 158| = 12
|17x - 73| = 29
|13x + 150| = 20
|13x - 67| = 50
|-20x - 400| = 20
|-10x - 6| = 34
|2x + 52| = 16
|16x + 246| = 26
|-5x - 29| = 49
|-15x + 103| = 47
|-14x + 14| = 28
|-7x - 63| = 7
|-8x - 128| = 0
|-4x - 21| = 29
|-1x - 42| = 31
|17x + 195| = 8
|-11x - 171| = 27
|-6x - 46| = 10
|-8x - 15| = 15
|5x - 43| = 37
|-5x - 55| = 50
|-7x - 13| = 36
|10x - 75| = 35
|15x + 230| = 40
|20x - 64| = 16
|16x - 237| = 19
|10x + 170| = 10
|8x - 165| = 37
|1x + 20| = 26
|-6x - 49| = 41
|-1x + 4| = 3
|7x - 66| = 45
|-6x + 70| = 10
|20x + 321| = 39
|-3x + 28| = 19
|-15x + 263| = 38
|-1x - 26| = 14
|-12x - 22| = 38
|11x + 183| = 37
|-10x - 225| = 45
|6x - 60| = 30
|1x - 17| = 27
|-6x + 0| = 30
|11x - 16| = 39
|-10x - 9| = 31
|18x + 218| = 20
|13x - 103| = 27
|3x - 21| = 21
|12x + 19| = 29
|-14x + 173| = 5
|-1x + 37| = 45
|-17x + 78| = 44
|18x + 212| = 32
|-3x - 15| = 24
|-18x + 165| = 21
|-8x + 93| = 43
|10x - 159| = 9
|-10x + 100| = 10
|-13x - 30| = 9
|-3x + 27| = 15
|-4x - 40| = 32
|14x - 110| = 30
|-4x - 13| = 41
|-19x + 3| = 3
|-10x + 0| = 20
|9x + 126| = 27
|16x + 337| = 33
|8x + 17| = 23
|-3x + 3| = 18
|15x + 292| = 22
|-16x - 208| = 48
|20x - 27| = 47
|4x - 7| = 41
|-5x - 45| = 45
|2x - 21| = 47
|17x - 345| = 39
|-3x + 76| = 40
|13x + 130| = 26
|-18x + 237| = 21
|-17x - 202| = 19
|-9x + 8| = 1
|13x + 72| = 7
|-13x - 129| = 25
|10x - 249| = 49
|11x - 128| = 7
|-18x - 158| = 50
|-1x + 18| = 30
|-5x - 70| = 30
|-20x + 260| = 20
|15x - 73| = 43
|18x - 243| = 9
|-16x - 206| = 30
|-14x - 140| = 14
|11x - 267| = 47
|-10x + 164| = 6
|-11x + 149| = 17
|7x - 71| = 1
|20x + 211| = 31
|-11x + 60| = 27
|7x - 146| = 13
|-11x + 183| = 40
|-2x - 36| = 8
|-11x + 189| = 31
|7x + 168| = 35
|1x - 25| = 36
|-1x + 17| = 7
|-19x + 338| = 23
|-19x - 242| = 5
|-5x - 8| = 13
|3x - 38| = 5
|9x + 148| = 40
|-15x + 261| = 9
|-15x + 251| = 34
|-10x + 30| = 10
|20x - 4| = 36
|-5x - 97| = 22
|13x + 100| = 4
|-12x - 90| = 42
|-18x - 87| = 33
|1x - 32| = 32
|13x - 76| = 28
|-1x + 27| = 14
|3x - 5| = 2
|4x - 37| = 29
|12x - 85| = 49
|-16x + 139| = 11
|-16x + 79| = 33
|-11x - 17| = 50
|10x - 87| = 7
|10x - 138| = 32
|-14x + 1| = 43
|-8x - 98| = 50
|14x + 142| = 12
|-18x + 138| = 24
|8x - 28| = 44
|-18x - 141| = 3
|13x + 7| = 7
|11x + 57| = 20
|16x + 33| = 17
|-3x - 29| = 16
|12x + 205| = 35
|-16x + 123| = 5
|19x - 97| = 21
|8x + 6| = 50
|-4x + 10| = 38
|11x - 161| = 40
|20x - 33| = 27
|-2x + 32| = 14
|-1x - 34| = 19
|16x + 223| = 15
|-2x + 58| = 42
|-4x + 69| = 11
|18x - 213| = 21
|12x + 132| = 0
|-10x + 85| = 25
|8x - 90| = 50
|-10x + 23| = 7
|-5x + 48| = 22
|-10x - 117| = 7
|9x + 138| = 48
|18x + 113| = 41
|3x + 56| = 5
|-4x - 27| = 13
|16x + 205| = 45
|-14x - 195| = 1
|14x - 54| = 40
|9x - 101| = 34
|12x - 34| = 26
|10x + 185| = 35
|9x - 99| = 36
|7x - 145| = 5
|-11x + 66| = 0
|8x - 109| = 21
|-19x + 157| = 43
|1x + 13| = 32
|-2x + 59| = 45
|-19x - 225| = 16
|5x - 95| = 20
|9x + 78| = 21
|12x - 194| = 50
|17x - 155| = 32
|-14x - 125| = 13
|14x + 160| = 8
|-9x + 68| = 49
|18x - 209| = 29
|13x + 81| = 42
|-19x + 225| = 3
|-11x - 117| = 48
|4x + 66| = 10
|-2x - 16| = 46
|-19x - 115| = 20
|-14x + 281| = 29
|-13x + 178| = 17
|13x - 204| = 43
|-2x - 9| = 25
|-2x - 21| = 15
|-5x + 84| = 4
|18x - 287| = 35
|-15x + 298| = 28
|14x - 56| = 42
|-14x + 239| = 43
|12x - 213| = 21
|17x + 44| = 27
|10x + 221| = 41
|9x + 86| = 31
|9x - 87| = 15
|20x - 135| = 35
|-19x - 266| = 0
|-19x + 259| = 12
|12x + 25| = 25
|-3x + 20| = 14
|-7x - 23| = 40
|18x + 191| = 47
|-19x + 339| = 22
|-3x + 29| = 11
|4x + 45| = 49
|7x - 174| = 34
|-19x - 196| = 6
|-4x + 66| = 2
|-1x + 50| = 31
|13x - 266| = 6
|-5x + 52| = 42
|9x - 175| = 13
|20x + 338| = 18
|-4x + 114| = 38
|-5x + 55| = 25
|9x + 27| = 45
|7x + 20| = 34
|-7x - 2| = 26
|-6x - 74| = 4
|-12x + 130| = 2
|-14x - 199| = 31
|11x + 4| = 26
|12x - 7| = 19
|-6x - 35| = 29
|19x - 65| = 30
|6x + 22| = 40
|-1x + 20| = 18
|-4x - 29| = 25
|-3x + 69| = 36
|9x - 26| = 8
|6x + 17| = 7
|-4x + 41| = 49
|-7x + 26| = 44
|6x - 87| = 39
|15x + 137| = 2
|5x - 125| = 30
|12x - 62| = 14
|6x - 79| = 41
|-14x - 297| = 17
|1x - 19| = 34
|2x - 8| = 8
|-16x + 44| = 28
|10x - 31| = 31
|-15x - 51| = 21
|-3x - 68| = 20
|7x + 81| = 11
|17x - 136| = 17
|15x + 189| = 6
|18x - 69| = 39
|2x + 4| = 0
|12x - 4| = 28
|19x - 221| = 50
|20x + 351| = 31
|-10x - 54| = 6
|-4x - 127| = 47
|20x - 374| = 34
|11x + 170| = 27
|-1x + 24| = 16
|-17x - 223| = 36
|7x + 4| = 3
|1x + 19| = 25
|20x - 108| = 12
|-5x + 63| = 43
|-20x + 66| = 26
|3x + 5| = 28
|19x - 47| = 29
|3x + 64| = 25
|13x - 231| = 23
|-11x + 116| = 39
|3x - 6| = 45
|-14x + 168| = 0
|1x + 51| = 33
|-9x + 180| = 0
|3x - 67| = 19
|-14x + 285| = 47
|1x + 31| = 41
|-11x - 132| = 22
|-1x - 44| = 29
|-5x + 20| = 25
|-2x - 53| = 25
|-6x - 7| = 41
|-10x - 168| = 22
|-12x + 92| = 16
|12x - 182| = 26
|-11x - 145| = 31
|5x + 60| = 40
|-14x + 203| = 49
|-8x - 33| = 7
|-7x + 57| = 36
|11x + 151| = 36
|9x - 87| = 15
|10x + 92| = 8
|-2x - 2| = 34
|4x - 36| = 44
|-8x + 69| = 13
|-4x + 30| = 46
|4x - 89| = 49
|-5x + 69| = 26
|9x + 170| = 17
|4x - 9| = 3
|-17x - 219| = 19
|17x + 203| = 1
|-4x + 48| = 40
|-19x - 418| = 38
|-17x - 329| = 6
|19x - 205| = 42
|20x + 223| = 37
|-16x - 310| = 10
|6x - 13| = 47
|5x + 101| = 31
|-3x - 87| = 48
|13x + 17| = 35
|13x + 202| = 46
|-11x + 182| = 27
|3x + 84| = 39
|-19x - 185| = 33
|-8x - 73| = 49
|-8x + 124| = 20
|-15x - 223| = 43
|-18x - 271| = 19
|1x - 43| = 26
|-1x - 54| = 35
|14x + 111| = 15
|9x + 25| = 20
|-4x - 64| = 20
|11x - 59| = 48
|8x - 51| = 45
|-10x - 60| = 20
|-12x + 240| = 24
|-18x + 111| = 39
|10x - 134| = 36
|-2x + 0| = 14
|-2x - 7| = 23
|-15x - 204| = 9
|5x - 1| = 49
|17x - 153| = 34
|-1x - 51| = 48
|20x - 330| = 50
|-4x + 26| = 38
|-19x - 139| = 44
|-19x + 105| = 10
|-13x + 106| = 28
|7x + 80| = 39
|12x - 197| = 5
|-3x + 12| = 48
|-16x + 255| = 47
|-7x - 95| = 31
|5x - 75| = 5
|-20x + 380| = 0
|-18x - 293| = 13
|-13x - 134| = 35
|3x - 4| = 40
|-3x - 31| = 16
|-19x - 74| = 21
|1x + 22| = 19
|-16x + 314| = 6
|-10x - 156| = 24
|-13x - 89| = 28
|-10x + 60| = 20
|4x - 68| = 44
|8x - 26| = 26
|1x + 26| = 8
|4x - 49| = 13
|7x + 65| = 19
|-4x + 8| = 48
|-7x - 157| = 17
|5x - 43| = 18
|5x - 2| = 3
|11x - 133| = 1
|-1x - 28| = 42
|6x + 22| = 8
|16x + 42| = 10
|18x + 152| = 44
|-10x - 26| = 16
|-9x + 72| = 45
|-6x + 6| = 42
|15x + 280| = 25
|7x + 107| = 2
|-3x + 9| = 24
|10x - 142| = 22
|10x + 55| = 5
|17x + 251| = 38
|13x - 275| = 28
|-3x - 7| = 13
|17x - 101| = 50
|15x - 232| = 22
|15x - 257| = 43
|-12x - 248| = 32
|-6x + 50| = 4
|18x + 242| = 26
|9x + 127| = 37
|-14x - 17| = 31
|2x - 35| = 35
|3x + 48| = 6
|-10x + 98| = 8
|-12x - 118| = 46
|16x + 343| = 39
|3x + 41| = 13
|-2x - 27| = 1
|19x + 286| = 20
|-12x - 159| = 27
|-17x + 209| = 22
|-13x + 277| = 17
|-6x + 23| = 23
|18x + 231| = 15
|-4x - 82| = 10
|-10x + 189| = 1
|-1x - 43| = 31
|-8x + 99| = 45
|-16x - 225| = 17
|3x + 49| = 31
|-6x - 93| = 15
|2x + 23| = 3
|2x - 9| = 21
|9x - 100| = 26
|2x + 13| = 19
|10x - 207| = 27
|1x + 49| = 38
|20x - 229| = 31
|-10x - 204| = 44
|-9x + 46| = 46
|-10x - 205| = 45
|14x - 271| = 33
|18x - 309| = 15
|3x - 63| = 24
|-20x + 324| = 16
|5x + 89| = 19
|19x + 176| = 33
|15x - 158| = 8
|4x - 25| = 9
|-15x - 35| = 40
|-4x - 115| = 47
|-10x - 30| = 50
|13x - 165| = 35
|-5x + 28| = 32
|19x + 199| = 9
|14x + 14| = 14
|8x + 119| = 33
|1x + 28| = 46
|-4x - 43| = 33
|-17x - 261| = 40
|20x - 325| = 45
|-4x - 73| = 45
|-10x + 39| = 11
|4x - 112| = 48
|7x - 8| = 29
|-3x + 27| = 15
|-6x + 2| = 2
|12x + 66| = 18
|-14x + 164| = 38
|14x + 167| = 43
|1x + 29| = 38
|-11x - 110| = 22
|-16x + 41| = 25
|-10x - 194| = 4
|10x - 178| = 22
|-10x + 83| = 7
|13x + 198| = 42
|2x - 66| = 40
|-19x - 139| = 13
|5x - 84| = 29
|2x - 3| = 27
|-9x - 108| = 36
|-12x + 58| = 34
|6x + 9| = 27
|13x - 1| = 25
|2x + 44| = 46
|20x + 44| = 36
|15x + 116| = 26
|-17x - 299| = 27
|-9x - 73| = 8
|-14x + 111| = 41
|7x - 84| = 35
|-10x - 35| = 5
|-19x - 316| = 31
|-14x - 313| = 47
|-18x - 147| = 33
|7x + 51| = 37
|-1x + 12| = 19
|-20x + 126| = 14
|-10x - 172| = 32
|-7x - 88| = 25
|9x + 8| = 1
|-6x - 38| = 20
|-16x + 134| = 42
|-9x - 134| = 35
|-16x - 75| = 21
|-20x - 204| = 24
|-8x + 112| = 32
|17x + 52| = 35
|15x + 330| = 30
|15x + 302| = 17
|1x + 2| = 19
|14x + 82| = 30
|8x + 57| = 9
|-3x - 63| = 15
|-15x - 63| = 12
|19x - 217| = 30
|12x + 28| = 8
|17x - 290| = 16
|-4x + 22| = 2
|19x - 145| = 7
|9x + 63| = 27
|-1x - 20| = 13
|-20x + 342| = 38
|-11x - 105| = 38
|-19x + 267| = 39
|-12x - 51| = 3
|15x + 185| = 50
|10x + 224| = 24
|13x + 137| = 6
|8x + 64| = 48
|-1x + 20| = 23
|-11x + 168| = 14
|8x - 72| = 40
|-1x + 1| = 18
|7x - 175| = 49
|14x + 21| = 35
|2x + 32| = 10
|-18x - 383| = 41
|18x - 356| = 32
|15x + 69| = 24
|7x + 48| = 43
|12x - 134| = 26
|-20x - 95| = 35
|6x - 56| = 38
|-16x + 207| = 49
|19x + 267| = 39
|-14x - 85| = 41
|-13x - 283| = 23
|19x - 50| = 12
|-1x + 8| = 6
|12x + 289| = 49
|10x + 183| = 33
|3x - 8| = 11
|-17x - 79| = 23
|14x + 60| = 10
|-12x + 71| = 11
